id_lieu;type_de_tournage;titre;realisateur_ice;societe_de_production;localisation_de_la_scene;code_postal;date_de_debut;date_de_fin;longitude;latitude
2018-376;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;2 rue du rhin, 75019 paris;75019;2018-03-28;2018-03-28;2.3809621;48.88516719
2019-1750;Série Web;Arsène Lupin;Louis LETERRIER;GAUMONT PRODUCTION TELEVISION;rue stanislas meunier, 75020 paris;75020;2019-12-19;2019-12-19;2.4100657500000002;48.86791081
2016-1025;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;RUE  POULBOT;75018;2016-02-25;2016-02-25;2.339724;48.886739
2017-1642;Série TV;THE ROMANOFFS;MATTHEW WEINER;GEM FILMS;avenue de la grotte, 75019 paris;75019;2017-08-07;2017-08-07;2.38357142;48.88218739
2019-1759;Long métrage;Tendre et saignant;Christopher Thompson;Les Films du Cap;99 rue du faubourg du temple, 75010 paris;75010;2019-12-17;2019-12-18;2.37343355;48.87083991
2016-1028;Long métrage;C'EST TOUT POUR MOI;L. COLBEAU JUSTIN;LGM CINEMA;RUE  MANIN;75019;2016-03-10;2016-03-10;2.385916;48.882981
2017-1645;Série TV;PROFILAGE EPISODES 83 ET 84;Julien DESPAUX ET SEBASIEN CIRADE;BEAUBOURG AUDIOVISUEL;port de la tournelle, 75005 paris;75005;2017-07-31;2017-07-31;2.3562644;48.84957632
2018-1122;Long métrage;LUZ;Flora LAU;AMA Productions;2 rue des petits pères, 75002 paris;75002;2018-09-24;2018-09-24;2.3401502;48.86611593
2016-2639;Long métrage;L'AMANT D'UN JOUR;PHILIPPE GARREL;SBS FILMS;3  PLACE  DU RHIN ET DANUBE;75019;2016-07-01;2016-07-01;2.393081;48.88224
2017-1655;Long métrage;L'Envers du Decors;Daniel Auteuil;Curiosa;45 quai de bourbon, 75004 paris;75004;2017-09-08;2017-09-09;2.35342273;48.85352776
2018-586;Série TV;ENGRENAGES SAISON 7;Jean-Philippe Amar;SON ET LUMIERE;3 rue letort, 75018 paris;75018;2018-05-15;2018-05-16;2.34293873;48.89380867
2016-2645;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;83  AVENUE  KELEBER;75016;2016-10-05;2016-10-05;2.288686;48.864621
2018-245;Long métrage;Les Traducteurs;Régis ROINSARD;SAS TRESOR FILMS;boulevard auguste blanqui, 75013 paris;75013;2018-03-13;2018-03-13;2.34966006;48.82941979
2018-966;Long métrage;La nuit, je mens...;;ZADIG FILMS;7 quai de la gironde, 75019 paris;75019;2018-08-14;2018-08-14;2.38492108;48.89349861
2016-2648;Série TV;LE BUREAU DES LEGENDES/SAISON 2;ERIC ROCHANT;THE OLIGARCHS PRODUCTIONS;2  RUE  VIVIENNE;75002;2016-11-18;2016-11-18;2.3388400000000003;48.866495
2018-261;Série TV;PHILHARMONIA;LOUIS CHOQUETTE;MERLIN PRODUCTIONS;pont des arts, 75001 paris;75001;2018-03-05;2018-03-05;2.33754677;48.85838862
2018-968;Série TV;World on Fire;Chris Clough;Unrated Studio;138 avenue des champs elysées, 75008 paris;75008;2018-08-12;2018-08-12;2.29927543;48.87279425
2016-2669;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;AVENUE  SECRETAN/RUE BASTE/E.PAILLERON;75019;2016-04-05;2016-04-05;2.374347;48.880876
2018-281;Série TV;ACCESS saison 1;Varante Soudjian;Calt Production;38 boulevard de bonne nouvelle, 75010 paris;75010;2018-03-19;2018-03-22;2.34883918;48.8707456
2018-979;Long métrage;Le Dindon;Jalil Lespert;CINEFRANCE STUDIOS;63 boulevard des batignolles, 75008 paris;75008;2018-09-03;2018-09-03;2.31733098;48.88126465
2016-2672;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;PLACE  DE l'OPERA;75009;2016-04-22;2016-04-22;2.332572;48.871045
2018-285;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;avenue du père lachaise, 75020 paris;75020;2018-03-16;2018-03-17;2.39750723;48.86378179
2019-738;Série TV;The Eddy;Damien Chazelle;atlantique productions;206 quai de valmy, 75010 paris;75010;2019-07-04;2019-07-04;2.36872007;48.88178411
2016-2673;Long métrage;LA NIAQUE;CHAD CHENOUGA;TS PRODUCTIONS;12  RUE  DU QUATRE SEPTEMBRE;75002;2016-05-02;2016-05-03;2.3374610000000002;48.869537
2018-306;Série TV;Munch  saison 2;Nicolas Guicheteau;EXILENE;rue le regrattier, 75004 paris;75004;2018-03-19;2018-03-19;2.3548415;48.85244697
2019-748;Long métrage;THE HUNTING;LEO ZHANG;SWEET DREAMS FILMS;port d'austerlitz, 75013 paris;75013;2019-06-29;2019-06-29;2.3674378799999998;48.84279831
2016-1048;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;3  AVENUE  DE LAUMIERE;75019;2016-02-02;2016-02-02;2.381239;48.882861
2018-15;Série TV;ENGRENAGES S7;Frédéric JARDIN;Son et Lumière;pont au change, 75004 paris;75004;2018-01-31;2018-01-31;2.34705265;48.85707905
2019-762;Série TV;BALTHAZAR;Jérémy Minui;BEAUBOURG STORIES;1b rue dupont des loges, 75007 paris;75007;2019-07-16;2019-07-16;2.30173929;48.85946669
2016-1057;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;QUAI  ET RUE DE L'HOTEL DE VILLE;75004;2016-07-02;2016-07-02;2.354243;48.854811
2018-163;Long métrage;Versus;François Valla;PLAYGROUND FILMS;3 rue des frigos, 75013 paris;75013;2018-02-22;2018-02-23;2.38025843;48.83033962
2019-768;Long métrage;L'HORIZON;EMILIE CARPENTIER;ELZEVIR FILMS;37 avenue de friedland, 75008 paris;75008;2019-07-08;2019-07-08;2.2995928;48.87404017
2016-1064;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;RUE  DU FAUBOURG DU TEMPLE;75010;2016-02-01;2016-02-01;2.371298;48.870163
2018-164;Série TV;ENGRENAGES S7;Frédéric Jardin;Son et Lumière;76 rue de monceau, 75008 paris;75008;2018-02-26;2018-02-26;2.31560971;48.87997984
2019-1729;Série TV;ASTRID ET RAPHAËLLE;FREDERIC BERTHE;JLA PRODUCTIONS;32 rue dareau, 75014 paris;75014;2019-12-11;2019-12-11;2.3363982;48.83086633
2020-1093;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;place de la commune de paris, 75013 paris;75013;2020-12-22;2020-12-22;2.34883344;48.82750563
2018-384;Série TV;DIX POUR CENT  SAISON 3;;MON VOISIN PRODUCTION;place vendôme, 75001 paris;75001;2018-04-02;2018-04-03;2.3292215;48.86726685
2018-1214;Long métrage;Patrick;Goncalo Waddington;1015 Productions;boulevard de bonne nouvelle, 75002 paris;75002;2018-10-11;2018-10-12;2.35222184;48.86978146
2020-1111;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;rue jonas, 75013 paris;75013;2020-12-22;2020-12-22;2.35083743;48.8288058
2018-385;Long métrage;L'Enfant Roi;Antoine DE BARY;ICONOCLAST FILMS;17 rue saint-ambroise, 75011 paris;75011;2018-03-30;2018-03-30;2.37716175;48.86214558
2019-818;Série Web;MAKE UP ON THE WAY;David Hugonot Petit;DOROTHEE PEREZ;11 rue gaston de caillavet, 75015 paris;75015;2019-07-09;2019-07-09;2.28407948;48.84930576
2020-1130;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;rue jean-marie jégo, 75013 paris;75013;2020-12-22;2020-12-22;2.35180084;48.82803308
2018-387;Série TV;Piégés;Ludovic COLBEAU JUSTIN;CAPA DRAMA;rue alice domon et léonie duquet, 75013 paris;75013;2018-04-10;2018-04-10;2.38225265;48.82814414
2019-820;Série Web;Rétro;Raphael Marriq;ARTOUS;avenue de la cascade, 75019 paris;75019;2019-07-19;2019-07-19;2.38589313;48.88002119
2016-1100;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;TERRE PLEIN  ANGLE AV ST MAURICE ET AV DAUMESNIL;75012;2016-09-14;2016-09-14;2.419124;48.828341
2018-414;Série TV;PROFILAGE 88/89;Nadège Loiseau et Julien Colonna;BEAUBOURG AUDIOVISUEL;75 rue des martyrs, 75018 paris;75018;2018-04-17;2018-04-18;2.33956828;48.88251902
2019-1140;Série TV;The Eddy;Damien Chazelle;atlantique productions;19 rue de gravelle, 75012 paris;75012;2019-09-18;2019-09-20;2.39810933;48.83657702
2016-1142;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;15  RUE  POLIVEAU;75005;2016-05-02;2016-05-02;2.360048;48.840246
2018-425;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;5 rue de lobau, 75004 paris;75004;2018-04-02;2018-04-02;2.3532253499999998;48.85658573
2019-1153;Série TV;CLEM SAISON 10;Stéphane Malhuret;MERLIN PRODUCTIONS;45 rue mirabeau, 75016 paris;75016;2019-09-18;2019-09-18;2.26837226;48.8456675
2016-1144;Long métrage;FLORA63;STEPHANE ROBELIN;ICI ET LA PRODUCTIONS;PLACE  DES ABBESSES;75018;2016-05-13;2016-05-13;2.338302;48.884608
2018-427;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;31 boulevard de clichy, 75009 paris;75009;2018-04-03;2018-04-04;2.33572783;48.88263971
2019-1157;Série TV;ENGRENAGES SAISON 8;Nicolas Guicheteau;SON ET LUMIERE;1 rue d'argentine, 75116 paris;75116;2019-09-11;2019-09-11;2.28970683;48.87431237
2016-1145;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;41  RUE  POUSSIN;75016;2016-06-06;2016-06-06;2.260817;48.848352
2018-143;Long métrage;ZONE FRANCHE;Mohamed Hamidi;ADNP QUAD FILMS;rue feydeau, 75002 paris;75002;2018-02-19;2018-02-19;2.34065018;48.86993621
2019-1173;Long métrage;ARTHUR RAMBO;Laurent Cantet;LES FILMS DE PIERRE;4 rue irénée blanc, 75020 paris;75020;2019-09-18;2019-09-20;2.40687854;48.86582154
2016-1174;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;PLACE  JACQUES ET THERESE TREFOUEL;75015;2016-02-16;2016-02-16;2.300771;48.833
2018-333;Série Web;Benefits, Wellness, travel around the Ayurveda in Kerala;David et Douglas;Stink France;place des vosges, 75004 paris;75004;2018-03-19;2018-03-19;2.36490507;48.85633347
2019-1180;Série TV;Emily in Paris;Darren Star;NW2020;place dalida, 75018 paris;75018;2019-09-19;2019-09-20;2.33808439;48.88849075
2016-1187;Long métrage;LEILA;NAIDRA AYADI;NOLITA CINEMA;BOULEVARD  SEBASTOPOL;75002;2016-11-22;2016-11-24;2.352351;48.866031
2018-358;Série TV;LE BUREAU DES LÉGENDES S4;Eric Rochant - Pascale Ferran - Anna Novion - Leila Marrakchi;THE OLIGARCHS PRODUCTIONS;passage landrieu, 75007 paris;75007;2018-03-20;2018-03-20;2.30355662;48.86042684
2019-1181;Série TV;The Eddy;Damien Chazelle, Houda Benyamina, Laila Marrakchi, Alan Poul;atlantique productions;rue sorbier, 75020 paris;75020;2019-09-30;2019-10-02;2.39170808;48.86658311
2016-2686;Série TV;LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;CHABRAQUE PRODUCTIONS;17  BOULEVARD  SAINT MARCEL;75013;2016-11-09;2016-11-09;2.359614;48.839043
2018-619;Long métrage;QUAND TU DANSES;Ladislas Chollat;EMPREINTE CINÉMA;140 rue rambuteau, 75001 paris;75001;2018-05-14;2018-05-14;2.34505669;48.86319645
2018-1183;Série Web;SKAM SAISON 3 ET 4 SEMAINE 2 SUR 8;;GETEVE PRODUCTIONS;49 rue bichat, 75010 paris;75010;2018-10-08;2018-10-08;2.36640122;48.87274128
2016-2708;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;BOULEVARD  DE BONNE NOUVELLE;75010;2016-10-21;2016-10-21;2.3504490000000002;48.870428
2018-620;Long métrage;QUAND TU DANSES;Ladislas Chollat;EMPREINTE CINÉMA;7 rue louis le grand, 75002 paris;75002;2018-05-18;2018-05-19;2.33223563;48.868598
2019-1223;Série TV;The Good Place;Michael Schur;Froggie production;rue du cardinal dubois, 75018 paris;75018;2019-09-29;2019-09-29;2.3431604200000002;48.88589149
2016-2734;Long métrage;LE BRIO;YVAN ATTAL;CHAPTER 2;RUE  MALEBRANCHE;75005;2016-12-12;2016-12-12;2.342362;48.84637
2018-199;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;rue bonaparte, 75006 paris;75006;2018-03-05;2018-03-05;2.3326985000000002;48.85027178
2018-1210;Long métrage;LA SAINTE FAMILLE;Louis-do Lencquesaing;EVERYBODY ON DECK;3 rue de valois, 75001 paris;75001;2018-10-10;2018-10-10;2.33793255;48.86366609
2016-2752;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;RUE  MALEBRANCHE;75005;2016-05-31;2016-05-31;2.342362;48.84637
2018-208;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;rue de la fontaine du but, 75018 paris;75018;2018-03-08;2018-03-08;2.3389981300000002;48.89025989
2018-1213;Long métrage;Patrick;Goncalo Waddington;1015 Productions;18 rue de dunkerque, 75010 paris;75010;2018-10-11;2018-10-11;2.35355035;48.88038045
2016-2764;Série TV;EMMA;ALFRED LOT;MANDARIN CINEMA;3  RUE  DU PASTEUR WAGNER;75011;2016-02-16;2016-02-16;2.369003;48.855969
2018-220;Long métrage;ZONE FRANCHE;Monsieur Mohamed Hamidi;ADNP QUAD FILMS;5 rue de belzunce, 75010 paris;75010;2018-02-27;2018-02-28;2.35117923;48.87938674
2019-675;Long métrage;THE HUNTING;LEO ZHANG;SWEET DREAMS FILMS;19b rue notre-dame des victoires, 75002 paris;75002;2019-06-18;2019-06-18;2.34178421;48.86906674
2016-2768;Série TV;UN CAFE AVEC...;SAMBA MBALLO;6 COM;85/165  RUE  MARCADET;75018;2016-07-05;2016-07-05;2.337103;48.891356
2018-479;Série TV;Vernon Subutex;Cathy Verney;TETRA MEDIA FICTION;9 rue louis david, 75116 paris;75116;2018-04-12;2018-04-12;2.2811568700000002;48.86158801
2019-1006;Long métrage;ANAK GARUDA;FOAZAN RIZAL;WL PRODUCTIONS;pont des arts, 75001 paris;75001;2019-08-07;2019-08-07;2.33754677;48.85838862
2016-2771;Téléfilm;COUP DE FOUDRE A JAIPUR;ARNAULD MERCADIER;BIG BAND STORY;RUE  LABORDE;75008;2016-03-31;2016-03-31;2.318646;48.875544
2018-489;Série TV;UN AVION SANS ELLE;JEAN-MARC RUDNICKI;RIFIFILMS;pont de l'archevêché, 75005 paris;75005;2018-04-19;2018-04-19;2.35145627;48.85137521
2019-1010;Long métrage;ANAK GARUDA;FOAZAN RIZAL;WL PRODUCTIONS;22 rue sainte-croix de la bretonnerie, 75004 paris;75004;2019-07-31;2019-08-01;2.35602833;48.85831266
2016-1211;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;RUE  D'ALSACE;75010;2016-04-05;2016-04-05;2.358371;48.878292
2018-498;Long métrage;PLAY;Anthony Marciano;Chapter 2;9 impasse chartière, 75005 paris;75005;2018-04-12;2018-04-12;2.34614487;48.84827714
2019-1018;Série TV;Paris Police 1900;Julien Despaux;TETRA MEDIA FICTION;3 square rapp, 75007 paris;75007;2019-08-28;2019-08-29;2.30124405;48.85882145
2016-1212;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;RUE  BELLECHASSE;75007;2016-10-10;2016-10-10;2.322191;48.857446
2018-499;Long métrage;PLAY;Anthony Marciano;Chapter 2;parvis notre-dame place jean-paul ii, 75004 paris;75004;2018-04-12;2018-04-12;2.34742343;48.85356537
2019-1233;Série TV;ASTRID ET RAPHAËLLE;ELSA BENNETT / HIPPOLYTE DARD / FREDERIC BERTHE;JLA PRODUCTIONS;rue caulaincourt, 75018 paris;75018;2019-10-03;2019-10-04;2.33481311;48.8892983
2016-1213;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;PLACE  DU TERTRE;75018;2016-10-13;2016-10-13;2.340543;48.886576
2018-508;Série TV;EGLANDINE;FLO BER;STUDIO BAGEL;rue jonas, 75013 paris;75013;2018-04-23;2018-04-23;2.35083743;48.8288058
2019-1264;Série TV;Emily in Paris;Darren Star;NW2020;60 rue de turenne, 75003 paris;75003;2019-09-20;2019-09-21;2.36463626;48.85906253
2016-1243;Série TV;LIANG SHENG;LIU CHUN-CHIEN;KANZAMAN FRANCE;PLACE  DU TERTRE;75018;2016-12-15;2016-12-15;2.340543;48.886576
2018-720;Long métrage;Qu'est-ce qu'on a encore fait au bon dieu;Philippe De Chauveron;LES FILMS DU 24;place boieldieu, 75002 paris;75002;2018-06-06;2018-06-07;2.33788974;48.87073551
2019-1266;Long métrage;Une histoire d'amour et de désir;Leila Bouzid;Blue Monday Productions;8 rue de belleville, 75020 paris;75020;2019-10-16;2019-10-16;2.37790846;48.87224362
2016-1263;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;PLACE  D'ANVERS;75009;2016-05-03;2016-05-03;2.3448539999999998;48.882236
2018-721;Long métrage;QUAND TU DANSES;Ladislas Chollat;EMPREINTE CINÉMA;allée des cygnes, 75015 paris;75015;2018-06-06;2018-06-06;2.28771811;48.855679
2018-1248;Long métrage;NOTRE DAME;Valérie DONZELLI;RECTANGLE PRODUCTIONS;parvis notre-dame place jean-paul ii, 75004 paris;75004;2018-10-06;2018-10-06;2.34742343;48.85356537
2016-1274;Série TV;LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;CHABRAQUE PRODUCTIONS;129  RUE  DE CAULAINCOURT;75018;2016-11-04;2016-11-04;2.342408;48.88987
2018-736;Série TV;ENGRENAGES SAISON 7;Jean-Philippe Amar;SON ET LUMIERE;rue des maronites, 75020 paris;75020;2018-06-29;2018-06-30;2.38281259;48.86779383
2019-921;Série TV;SAM S4;Jean-Marc BRONDOLO;AUTENTIC PROD;1 rue du jourdain, 75020 paris;75020;2019-08-01;2019-08-02;2.3893773;48.87392349
2016-1280;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;PORT  DE SOLFERINO;75007;2016-10-01;2016-10-01;2.32236;48.862132
2018-529;Série TV;DIX POUR CENT SAISON 3;;MON VOISIN PRODUCTION;45 boulevard de beauséjour, 75016 paris;75016;2018-04-17;2018-04-17;2.2682112;48.85701887
2019-929;Long métrage;LA FINE FLEUR;PIERRE PINAUD;ESTRELLA PRODUCTIONS;route des lacs à bagatelle, 75016 paris;75016;2019-09-02;2019-09-03;2.25169453;48.86743211
2016-2785;Long métrage;IL A DEJA TES YEUX;LUCIEN JEAN BAPTISTE;NOLITA CINEMA;PARC  DES BUTTES CHAUMONT;75019;2016-02-15;2016-02-15;2.387537;48.879186
2018-541;Série TV;Munch saison 2;frederic Berthe;EXILENE;22 rue d'aumale, 75009 paris;75009;2018-04-26;2018-04-26;2.33534751;48.87845511
2019-1277;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;74 rue bonaparte, 75006 paris;75006;2019-09-28;2019-09-30;2.33281005;48.85114669
2016-2794;Long métrage;VIVE LA CRISE;JEAN FRANCOIS DAVY;LES FILMS MONTAIGNE;51  QUAI  DES GRANDS AUGUSTINS;75006;2016-06-18;2016-06-18;2.341605;48.855171
2018-637;Série TV;Shadowhunters;Matt Hastings;Froggie Production;pont de bir-hakeim, 75016 paris;75016;2018-05-16;2018-05-16;2.2867043799999998;48.85669106
2019-988;Série TV;The Eddy;Damien Chazelle;atlantique productions;rue de noisy le sec, 75020 paris;75020;2019-08-20;2019-08-20;2.410927;48.87122621
2020-18;Série TV;ASTRID ET RAPHAËLLE;FREDERIC BERTHE;JLA PRODUCTIONS;11b rue saint-maur, 75011 paris;75011;2020-01-08;2020-01-09;2.38291404;48.85916666
2018-664;Série TV;Vernon Subutex;Cathy Verne;TETRA MEDIA FICTION;avenue darcel, 75019 paris;75019;2018-05-21;2018-05-22;2.37879035;48.87810008
2019-50;Série TV;DYNASTY;Pascal Verschooris;PENINNSULA TELEVISION;7 rond-point des champs elysées-marcel dassault, 75008 paris;75008;2019-01-07;2019-01-07;2.3090108799999998;48.86873822
2016-1309;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;RUE  DE MAZAGRAN;75010;2016-10-19;2016-10-19;2.351698;48.870558
2018-671;Long métrage;DE PERNAS PRO AR 3;Julia Rezende;SWAN;1 rue maurice utrillo, 75018 paris;75018;2018-05-31;2018-05-31;2.34477212;48.88627709
2019-1080;Long métrage;LA BOITE NOIRE;Yann Gozlan;WY PRODUCTIONS;6 rue de la source, 75016 paris;75016;2019-09-23;2019-09-24;2.26880826;48.85147868
2016-1351;Long métrage;PARIS, LA BLANCHE;LIDIA TERKI;DAY FOR NIGHT;73  BOULEVARD  DE CLICHY;75009;2016-02-23;2016-02-23;2.331118;48.883948
2018-676;Long métrage;DE PERNAS PRO AR 3;Julia Rezende;SWAN;51 quai de la tournelle, 75005 paris;75005;2018-05-29;2018-05-29;2.3518562;48.85076953
2019-1090;Long métrage;Par-dessus l'épaule de Jonas;Jérôme Bonnell;DIAPHANA FILMS;rue daru, 75008 paris;75008;2019-09-03;2019-09-03;2.30168628;48.87788104
2020-65;Long métrage;PETITE LEÇON D'AMOUR;EVE DEBOISE;BLUE MONDAY PRODUCTIONS;3 rue bourdaloue, 75009 paris;75009;2020-02-11;2020-02-11;2.33849564;48.87628193
2018-454;Série TV;Vernon Subutex;;TETRA MEDIA FICTION;rue mansart, 75009 paris;75009;2018-04-11;2018-04-11;2.33350052;48.88217374
2019-1340;Long métrage;EIFFEL;MARTIN BOURBOULON;VVZ;13 rue de charonne, 75011 paris;75011;2019-10-10;2019-10-12;2.37435287;48.85278319
2020-96;Série TV;FAMILY BUSINESS SAISON 2;IGOR GOTESMAN;LES FILMS DU KIOSQUE;36 rue brey, 75017 paris;75017;2020-02-10;2020-02-10;2.29471411;48.8773778
2019-1752;Série TV;Joséphine ange gardien episode 108-109;Philippe Proteau;DEMD Productions;7 rue de chaillot, 75116 paris;75116;2019-12-17;2019-12-17;2.29629626;48.86631171
2016-772;Long métrage;BLOCKBUSTER;JULY HYGRECK;VIRGINIE FILMS;114  RUE  OBERKAMPF (LE RIVIERA);75011;2016-04-08;2016-04-08;2.379128;48.866029
2020-103;Série TV;Dix pour cent - Saison 4;Antoine GARCEAU - Marc FITOUSSI;Mon Voisin productions;194 rue de rivoli, 75001 paris;75001;2020-02-10;2020-02-10;2.33176873;48.8640058
2018-1115;Long métrage;Van Gogh in love;Jean Luc Ayach;MICA Films;41 quai de l'oise, 75019 paris;75019;2018-10-05;2018-10-06;2.38541751;48.89246814
2016-2299;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;SQUARE  JEAN XXIII;75004;2016-04-26;2016-04-26;2.351269;48.852279
2020-117;Long métrage;ADIEU MONSIEUR HAFFMANN;FRED CAVAYÉ;VENDOME FILMS;57 rue berthe, 75018 paris;75018;2020-03-13;2020-03-13;2.33872114;48.88585596
2018-1133;Série TV;IRRESPONSABLE SAISON 3;Stephen Cafiero;TETRA MEDIA FICTION;175 rue championnet, 75018 paris;75018;2018-10-03;2018-10-05;2.33476815;48.89461113
2016-2371;Série TV;ALICE IN PARIS;THIBAUD MARTIN;ROCKZELINE;SQUARE  LOUIS XIII;75004;2016-03-04;2016-03-04;2.351269;48.852279
2020-126;Série TV;ARSENE LUPIN;MARCELA SAID;GAUMONT PRODUCTION TELEVISION;1 place d'anvers, 75009 paris;75009;2020-02-26;2020-02-26;2.3442979;48.88174952
2018-1145;Série Web;Osmosis;Philippe Larue;CAPA SERIES;2 square lagarde, 75005 paris;75005;2018-09-26;2018-09-26;2.34796894;48.84068126
2016-2376;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;PARVIS  DU SACRE COEUR;75018;2016-02-25;2016-02-25;2.342895;48.886199
2016-1412;Long métrage;RAID DINGUE;DANY BOON;PATHE TELEVISION;RUE  CHAMPFLEURY;75007;2016-05-17;2016-05-18;2.297236;48.853802
2018-573;Série TV;Vernon Subutex;;TETRA MEDIA FICTION;49 rue de la grange aux belles, 75010 paris;75010;2018-05-03;2018-05-06;2.36857564;48.8764528
2020-848;Série TV;Sacha;Lea Fazer;Norte Productions;pont de sully, 75005 paris;75005;2020-11-24;2020-11-24;2.35665686;48.84941791
2016-1435;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;RUE  VITRUVE;75020;2016-02-17;2016-02-17;2.404984;48.858278
2018-574;Série TV;Vernon Subutex;;TETRA MEDIA FICTION;17 rue de lyon, 75012 paris;75012;2018-05-02;2018-05-02;2.37159168;48.84710462
2020-852;Série TV;LES RIVIERES POURPRES;Virginie SAUVEUR;STORIA TELEVISION;32 boulevard saint-jacques, 75014 paris;75014;2020-11-19;2020-11-20;2.33840193;48.8328974
2016-1456;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;RUE  DE NAVARIN;75009;2016-09-29;2016-09-29;2.338558;48.879656
