id_lieu;type_de_tournage;titre;realisateur_ice;societe_de_production;fk_localisation;date_de_debut;date_de_fin
2017-961;Série TV;alice nevers episodes 96,97 saison 15;SIMON ASTIER;EGO PRoductions;2036;2017-11-27;2017-11-27
2017-405;Série TV;Ton ancien toi;Jeffrey Chiang;Paris 818 Média;1389;2017-08-21;2017-08-22
2019-316;Série TV;PROFILAGE EPISODES 95/96;CHRIS BRIANT;BEAUBOURG AUDIOVISUEL;3681;2019-04-03;2019-04-03
2020-728;Série TV;Luther;David Morley;STORIA TELEVISION Luther;2486;2020-10-27;2020-10-27
2016-2756;Long métrage;LE PETIT SPIROU;NICOLAS BARY;LES FILMS DU CAP;4019;2016-08-11;2016-08-11
2017-967;Long métrage;2FILS (4ème partie);Félix MOATI;NORD OUEST FILMS;349;2017-11-20;2017-11-21
2017-584;Long métrage;LA FETE DES MERES;MARIE-CASTILLE MENTION-SCHAAR;WILLOW FILMS;3411;2017-10-06;2017-10-06
2016-111;Série TV;BLACKPILLS/PLAYGROUND;PASCAL SID;TOGETHER MEDIA 2;3830;2016-08-08;2016-08-08
2019-393;Long métrage;UN VOYAGE EN HIVER;Claus DREXEL;MANEKI FILMS;1345;2019-04-04;2019-04-04
2016-2760;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;4995;2016-11-15;2016-11-15
2017-971;Long métrage;A Casa Tutti Bene;Gabriele Muccino;LA PUPILLE;5416;2017-11-15;2017-11-15
2017-585;Long métrage;LA FETE DES MERES;MARIE-CASTILLE MENTION-SCHAAR;WILLOW FILMS;3859;2017-10-06;2017-10-07
2016-143;Série TV;MUNCH;GABRIEL LAFERRIERE;EXILENE FILMS;497;2016-05-16;2016-05-16
2016-635;Long métrage;KO;FABRICE GOBERT;247 FILMS;4355;2016-09-09;2016-09-09
2016-2767;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;5191;2016-04-15;2016-04-15
2017-980;Série TV;CLEM SAISON 8 ep 44 et 45;Nicolas HERDT;MERLIN PRODUCTIONS;935;2017-11-27;2017-11-28
2017-596;Série TV;FIND ME IN PARIS 3;MATT BLOOM et RANDALL THORN;COTTONWOOD MEDIA;3933;2017-09-28;2017-09-29
2016-173;Long métrage;DIANE A LES EPAULES;FABIEN GORGEART;PETIT FILM;4733;2016-09-06;2016-09-06
2016-637;Long métrage;LES FILLES DE REIMS;JULIEN HALLARD;LES FILMS VELVET;3219;2016-07-13;2016-07-13
2016-2774;Long métrage;AMANT DOUBLE;FRANCOIS OZON;MANDARIN FILMS;365;2016-10-27;2016-10-27
2017-997;Série TV;New Horizon;M. CHOY CHING SHING CLEMENT;Comme une image;4166;2017-11-26;2017-11-27
2017-599;Long métrage;voyez comme on danse;michel Blanc;les films du 24;1924;2017-10-04;2017-10-05
2016-189;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;922;2016-02-03;2016-02-05
2016-641;Long métrage;L'UN DANS L'AUTRE;BRUNO CHICHE;VENDOME PRODUCTION;1275;2016-11-09;2016-11-09
2020-1156;Série TV;3 FOIS NOEL;Nadège LOISEAU;NEXT EPISODE;4226;2020-12-17;2020-12-17
2017-707;Long métrage;SUN;Jonathan;Rouge International;3071;2017-10-16;2017-10-16
2017-605;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;4154;2017-10-13;2017-10-13
2016-1696;Série TV;LE BUREAU DES LEGENDES/SAISON 2 N°1 A 8;ERIC ROCHANT;THE OLIGARCHS PRODUCTIONS;5269;2016-01-13;2016-01-13
2016-650;Série TV;INSIDE/OUT;MICHEL REILHAC;SMALL BANG;3826;2016-08-10;2016-08-10
2020-1161;Série TV;3 FOIS NOEL;Nadège LOISEAU;NEXT EPISODE;2350;2020-12-17;2020-12-17
2017-722;Long métrage;AU BOUT DES DOIGTS;LUDOVIC BERNARD;RECIFILMS;4717;2017-10-24;2017-10-25
2017-616;Long métrage;Bêtes Blondes;Maxime Matray et Alexia Walther;ECCE FILMS;898;2017-10-18;2017-10-19
2016-1731;Série TV;LE BUREAU DES LEGENDES/SAISON 2;ERIC ROCHANT;THE OLIGARCHS PRODUCTIONS;3987;2016-11-11;2016-11-11
2016-692;Long métrage;STARS 80 LA SUITE;THOMAS LANGMANN;LA PETITE REINE;2643;2016-08-31;2016-08-31
2020-1165;Long métrage;Une fleur à la bouche;Eric Baudelaire;Les films du Worso;2907;2020-12-11;2020-12-12
2017-723;Long métrage;AU BOUT DES DOIGTS;LUDOVIC BERNARD;RECIFILMS;2471;2017-10-24;2017-10-25
2017-488;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;4830;2017-10-03;2017-10-03
2016-1736;Série TV;VENERATION;MARJORY DEJARDIN;CMP MOVIES;4644;2016-02-15;2016-02-15
2016-704;Long métrage;PLONGER;MELANIE LAURENT;MOVE MOVIE;1096;2016-05-02;2016-05-02
2020-1171;Long métrage;LES FEMMES DU SQUARE;Julien Rambaldi;LES FILMS DU KIOSQUE;4254;2020-12-15;2020-12-15
2017-731;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;4559;2017-10-12;2017-10-12
2017-812;Long métrage;SUN;Jonathan Desoindre;Rouge International;2446;2017-11-07;2017-11-07
2016-1759;Long métrage;AMANT DOUBLE;FRANCOIS OZON;MANDARIN FILMS;1041;2016-11-16;2016-11-16
2016-2202;Long métrage;L'AMANT D'UN JOUR;PHILIPPE GARREL;SBS FILMS;4814;2016-07-06;2016-07-06
2016-1199;Long métrage;L'EMBARRAS DU CHOIX;ERIC DELAVAINE;SOMBRERO PRODUCTIONS;994;2016-07-18;2016-07-18
2017-742;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;3525;2017-10-25;2017-10-25
2017-824;Long métrage;SUN;Jonathan Desoindre;Rouge International;3272;2017-11-07;2017-11-07
2020-389;Long métrage;Une jeune fille qui va bien;Sandrine Kiberlain;CURIOSA FILMS;4988;2020-08-20;2020-08-21
2016-2203;Long métrage;TELLE MERE TELLE FILLE;NOEMIE SAGLIO;PAN EUROPENNE PRODUCTION;4198;2016-08-04;2016-08-04
2016-1217;Série TV;THE AFFAIR;JEFFREY REINER;GEM FILMS;970;2016-12-05;2016-12-05
2017-1218;Série TV;CHRONIQUES PARISIENNES 22;ZABOU BREITMAN;LES FILMS DU KIOSQUE;4223;2017-05-19;2017-05-19
2017-832;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;1332;2017-10-20;2017-10-20
2020-396;Série TV;YOUR HONOR;JULIUS BERG;FEDERATION ENTERTAINMENT;1575;2020-08-24;2020-08-25
2016-2205;Long métrage;L'EMBARRAS DU CHOIX;ERIC DELAVAINE;SOMBRERO PRODUCTIONS;2069;2016-08-29;2016-08-29
2016-1227;Long métrage;DJANGO MELODIES;ETIENNE COMAR;CURIOSA FILMS;3963;2016-04-18;2016-04-18
2017-1076;Long métrage;SYNONYMES;Nadav Lapid;SBS FILMS;2673;2017-12-02;2017-12-03
2017-840;Série TV;GENIUS Saison 2 - PICASSO;Ben;Froggie Production - Genius;3824;2017-10-29;2017-10-29
2020-401;Long métrage;Rumba la Vie;Franck Dubosc;Gaumont C/o Gaumont Production;649;2020-09-18;2020-09-19
2016-2231;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;4123;2016-10-05;2016-10-05
2016-1247;Téléfilm;COUP DE FOUDRE A JAIPUR;ARNAULD MERCADIER;BIG BAND STORY;2817;2016-03-31;2016-03-31
2017-1086;Long métrage;TERRITOIRES;DAVID OELHOFFEN;ONE WORLD FILMS;73;2017-12-07;2017-12-07
2017-852;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);4745;2017-11-03;2017-11-03
2020-413;Série Web;Ca ne va pas Supermarché;Pierre Briois et Théo Galampoix;CLCF (Conservatoire Libre du Cinéma Français);5075;2020-08-23;2020-08-23
2016-2247;Série TV;NOIR ENIGMA;MANUEL BOURSINHAC;ASTHARTE ET COMPAGNIE;4003;2016-01-05;2016-01-05
2016-1282;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;4452;2016-10-03;2016-10-03
2017-1264;Série Web;BARBER TRUCK;PIERRE ANDRE LHOMME;WONDERCORP;2580;2017-06-08;2017-06-08
2017-858;Long métrage;Le Suicide d'Emma Peeters;Nicole Palo;TAKE FIVE sprl;131;2017-11-10;2017-11-10
2020-418;Série TV;YOUR HONOR;JULIUS BERG;FEDERATION ENTERTAINMENT;3832;2020-08-25;2020-08-25
2016-2256;Long métrage;ROCK ON 2;SHUJAAT SAUDAGAR;JET FILMS;4692;2016-05-23;2016-05-23
2016-2788;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;5225;2016-02-26;2016-02-26
2017-1141;Téléfilm;LA VIE SAUVE;MARION LAINE;CAMINANDO PRODUCTIONS;5147;2017-12-28;2017-12-29
2017-885;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);4122;2017-11-08;2017-11-08
2020-422;Long métrage;TOUT S'EST BIEN PASSE;Francois OZON;MANDARIN PRODUCTION;2416;2020-08-28;2020-08-29
2020-760;Long métrage;COULEURS DE L'INCENDIE;Clovis Cornillac;GAUMONT C/0 GAUMONT PRODUCTION;1989;2020-11-03;2020-11-03
2016-2795;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;602;2016-07-07;2016-07-07
2017-1154;Long métrage;GEMINI;Christopher Mac-Quarrie;FIRSTEP;4564;2017-04-29;2017-04-29
2017-777;Long métrage;AT ETERNITY'S GATE;JULIAN SCHNABEL;ICONOCLAST FILMS;5179;2017-10-24;2017-10-24
2020-423;Long métrage;TOUT S'EST BIEN PASSE;Francois OZON;MANDARIN PRODUCTION;1378;2020-08-27;2020-08-28
2020-797;Série TV;Luther;David Morley;STORIA TELEVISION Luther;2982;2020-11-12;2020-11-12
2020-17;Long métrage;Un tour chez ma fille (UTCMF);Eric Lavaine;Sameplayer;1393;2020-01-02;2020-01-06
2017-1253;Long métrage;EIFFEL I'M IN LOVE 2;RIZAL MANTOVANI;IFILMRANCE;2959;2017-05-30;2017-05-30
2017-778;Série TV;NOX;Mabrouk el Mechri;Gaumont Télévision c/o Gaumont Production Télévision;3614;2017-10-30;2017-10-30
2020-424;Long métrage;Suprêmes;Audrey Estrougo;Nord Ouest Films;3684;2020-08-28;2020-08-29
2020-806;Long métrage;8 Rue de l'Humanité;Dany BOON;PATHÉ PROD EXÉ;4352;2020-11-09;2020-11-11
2020-31;Long métrage;SIMONE - LE VOYAGE DU SIÈCLE;OLIVIER DAHAN;MARVELOUS PRODUCTIONS;592;2020-01-04;2020-01-05
2017-1026;Série TV;New Horizon (additif 1);;Comme une image;4328;2017-11-23;2017-11-23
2017-779;Long métrage;Les Joueurs;Marie Monge;The Film;270;2017-10-25;2017-10-26
2019-1610;Série TV;Alice NEVERS;julien ZIDI;EGO PRoductions;1406;2019-11-29;2019-11-29
2020-822;Série TV;Arsène Lupin;Hugo GÉLIN;Gaumont production télévision;302;2020-11-12;2020-11-12
2020-32;Série TV;Paris Police 1900;Frédéric Balekdjian;TETRA MEDIA FICTION;5434;2020-01-13;2020-01-14
2017-1040;Long métrage;CCQAPE;Pascal THOMAS;PM S.A.;2718;2017-11-27;2017-11-29
2017-945;Série TV;CLEM SAISON 8 ep 44 et 45;Nicolas HERDT;MERLIN PRODUCTIONS;348;2017-11-15;2017-11-15
2018-1367;Série Web;La Tour de Nesle;Noël HERPE;TAMARA FILMS;1437;2018-11-23;2018-12-19
2018-1294;Long métrage;La Verité;Hirokazu Kore-Eda;3B Production;4295;2018-11-08;2018-11-09
2020-825;Long métrage;Les Olympiades;Jacques Audiard;Page 114;2695;2020-11-09;2020-11-10
2016-1313;Série TV;LE BUREAU DES LEGENDES/SAISON 2;ERIC ROCHANT;THE OLIGARCHS PRODUCTIONS;2247;2016-11-19;2016-11-19
2017-1046;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);958;2017-11-27;2017-11-27
2017-946;Long métrage;TERRITOIRES;DAVID OELHOFFEN;ONE WORLD FILMS;784;2017-11-27;2017-11-27
2018-1378;Téléfilm;Temps de Chien;Edouard DELUC;THE FILM TV;2677;2018-11-15;2018-11-15
2018-1318;Long métrage;SOL;Jezabel MARQUES NAKACHE;ILIADE ET FILMS;3355;2018-11-05;2018-11-05
2018-1099;Long métrage;HORS NORMES;Eric Toledano et Olivier Nakache;ADNP QUAD FILMS;5266;2018-10-01;2018-10-01
2016-1317;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;1902;2016-03-29;2016-03-29
2017-1387;Série TV;Baron Noir Saison 2;Ziad Doueiri;KWAÏ;4087;2017-07-10;2017-07-10
2017-955;Long métrage;Le Suicide d'Emma Peeters;Nicole Palo;TAKE FIVE sprl;2169;2017-11-10;2017-11-10
2019-696;Série TV;SAM Saison 4;Jean-Marc BRONDOLO;AUTENTIC PROD;3710;2019-06-24;2019-06-24
2018-1320;Long métrage;La Daronne;Jean Paul SALOME;Les Films du Lendemain;4610;2018-11-05;2018-11-06
2016-709;Série TV;INSIDE/OUT;MICHEL REILHAC;SMALL BANG;4280;2016-08-10;2016-08-10
2016-1336;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;2825;2016-11-21;2016-11-21
2017-1393;Long métrage;SAUVER OU PERIR;FREDERIC TELLIER;A SINGLE MAN PRODUCTIONS;5210;2017-06-19;2017-06-19
2017-963;Série TV;alice nevers episodes 96,97 saison 15;SIMON ASTIER;EGO PRoductions;299;2017-11-24;2017-11-25
2019-708;Série TV;VALIDÉ;FRANCK GASTAMBIDE;MANDARIN TELEVISION;3665;2019-06-24;2019-06-26
2016-201;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;4146;2016-06-01;2016-06-01
2016-1337;Long métrage;CARBONE;OLIVIER MARCHAL;LES FILMS MANUEL MUNZ;5211;2016-11-30;2016-11-30
2017-1600;Série TV;NOX;Mabrouk el Mechri;Gaumont Télévision c/o Gaumont Production Télévision;3487;2017-07-27;2017-07-27
2017-977;Long métrage;MADE IN CHINA;Julien ABRAHAM;MONTAUK FILMS;2507;2017-11-17;2017-11-17
2019-1047;Série TV;ENGRENAGES SAISON 8;Nicolas Guicheteau;SON ET LUMIERE;1634;2019-09-10;2019-09-11
2016-208;Long métrage;LES FANTOMES D'ISMAEL;ARNAUD DESPLESCHIN;WHY NOT PRODUCTIONS;5207;2016-10-10;2016-10-10
2016-1340;Long métrage;LA VIE DE CHATEAU;CEDRIC IDO;SRAB FILMS;1460;2016-08-25;2016-08-25
2017-1269;Série Web;BARBER TRUCK;PIERRE ANDRE LHOMME;WONDERCORP;454;2017-06-15;2017-06-15
2017-1004;Long métrage;SYNONYMES;Nadav Lapid;SBS FILMS;3735;2017-12-06;2017-12-06
2019-1287;Long métrage;CINQUIEME SET;Quentin Reynaud;22H22;2899;2019-10-08;2019-10-09
2016-252;Long métrage;FLORA63;STEPHANE ROBELIN;ICI ET LA PRODUCTIONS;129;2016-05-13;2016-05-13
2016-1354;Long métrage;LE BRIO;YVAN ATTAL;CHAPTER 2;3093;2016-11-30;2016-11-30
2017-1169;Long métrage;Un cadeau du ciel;Alain Chabat;LEGENDAIRE;3374;2017-05-22;2017-05-23
2017-700;Série TV;Baron noir;Antoine Chevrollier - Ziad Doueiri;KWAI;5033;2017-10-12;2017-10-13
2019-1291;Série TV;ENGRENAGES SAISON 8;Frederic Jardin;SON ET LUMIERE;2889;2019-10-09;2019-10-10
2016-270;Téléfilm;JE VOULAIS JUSTE RENTRER CHEZ MOI;YVES RENIER;CHABRAQUE PRODUCTIONS;182;2016-12-07;2016-12-09
2016-1355;Long métrage;CARBONE;OLIVIER MARCHAL;LES FILMS MANUEL MUNZ;3929;2016-12-08;2016-12-08
2017-1513;Long métrage;À jamais fidèle;cheyenne carron;Hesiode Productions;5046;2017-08-03;2017-08-04
2017-738;Long métrage;TAMARA 2 demande n°4;ALEXANDRE CASTAGNETTI;ELEPHANT STORY;4370;2017-11-02;2017-11-02
2019-1317;Long métrage;30 Jours Max;Tarek BOUDALI;AXEL FILMS PRODUCTION;917;2019-10-08;2019-10-10
2016-1783;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;1140;2016-10-19;2016-10-19
2020-67;Série TV;FAMILY BUSINESS S2;IGOR GOTESMAN;SAS LES FILMS DU KIOSQUE;3173;2020-01-31;2020-01-31
2017-1527;Long métrage;Cold war;Pawel PAWLIKOWSKI;Philippe Lelièvre;806;2017-07-17;2017-07-17
2017-739;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;3937;2017-10-19;2017-10-19
2019-1320;Série TV;Emily in Paris;Darren Star;NW2020;4136;2019-10-08;2019-10-10
2016-1784;Série TV;MERE ET FILLE;STEPHANE MARELLI;J2F PRODUCTION;5205;2016-11-23;2016-11-23
2020-70;Téléfilm;POURQUOI JE VIS;Laurent TUEL;TELFRANCE et CIE;194;2020-02-03;2020-02-03
2017-1543;Long métrage;Taxi 5;Franck Gastambide;T 5 Productions;3747;2017-07-28;2017-07-28
2017-741;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;4655;2017-10-19;2017-10-19
2018-1381;Long métrage;Voir le Jour;Stanley WOODWARD;LES FILMS DE LA NUIT;2509;2018-11-13;2018-11-15
2016-1788;Long métrage;JEUNE FEMME;LEONOR SERRAILLE;BLUE MONDAY PRODUCTIONS;3194;2016-03-04;2016-03-04
2020-109;Série TV;Je Te Promets;Arnaud Selignac,;Authentic Prod;329;2020-02-20;2020-02-20
2017-1425;Long métrage;SAUVER OU PERIR;FREDERIC TELLIER;A SINGLE MAN PRODUCTIONS;4969;2017-06-28;2017-06-29
2017-749;Long métrage;2Fils (2ème partie);Félix Moati;NORD OUEST FILMS;3723;2017-10-26;2017-10-26
2018-1395;Série TV;Alice NEVERS;jean christophe DELPIAS;EGO PRoductions;1945;2018-11-20;2018-11-21
2016-1832;Long métrage;LUMIERE AMOUREUSE;FRANCHIN DOM;KOI FILMS;4360;2016-06-14;2016-06-14
2020-112;Long métrage;ADIEU MONSIEUR HAFFMANN;FRED CAVAYÉ;VENDOME FILMS;2829;2020-03-09;2020-03-09
2017-1439;Long métrage;La Ch'tite Famille;;Pathé Films Service;2455;2017-06-28;2017-06-28
2017-1189;Long métrage;Un homme pressé;Hervé Mimran;Albertine Productions;3410;2017-05-23;2017-05-24
2018-1404;Long métrage;HORS NORMES;Eric Toledano et Olivier Nakache;ADNP QUAD FILMS;1682;2018-11-14;2018-11-14
2016-1873;Long métrage;L'AMOUR QU'IL NOUS FAUT;NATHALIE MARCHAK;LES FILMS D'ICI;1547;2016-03-30;2016-03-31
2016-1427;Téléfilm;LOVE LOCKS;MARTIN WOOD;LES FILMS DU MARIGOT;4123;2016-11-30;2016-11-30
2017-1449;Série TV;Nox;Mabrouk El Mechri;Gaumont Télévision c/o Gaumont Production Télévision;856;2017-07-10;2017-07-10
2017-1206;Série TV;CHRONIQUES PARISIENNES 21;ZABOU BREITMAN;LES FILMS DU KIOSQUE;1632;2017-05-22;2017-05-22
2019-456;Série TV;ROMANCE;Hervé HADMAR;CINETEVE;2891;2019-04-30;2019-05-01
2016-1879;Long métrage;LA VIE DE CHATEAU;CEDRIC IDO;SRAB FILMS;4934;2016-08-04;2016-08-04
2016-1432;Série TV;UN CAFE AVEC...;SAMBA MBALLO;6 COM;4939;2016-05-02;2016-05-02
2017-1460;Long métrage;Plaire...;Christophe Honoré;LES FILMS PELLEAS Plaire...;3438;2017-07-19;2017-07-19
2017-1213;Série TV;LEBOWITZ CONTRE LEBOWITZ 2;;CHABRAQUE PRODUCTIONS;514;2017-05-29;2017-05-29
2019-1421;Long métrage;Une sirène à Paris;Mathias Malzieu;OVERDRIVE PRODUCTIONS;4959;2019-10-24;2019-10-24
2020-452;Long métrage;LES AMOURS D ANAIS;CHARLINE BOURGEOIS TACQUET;LES FILMS PELLEAS;67;2020-09-14;2020-09-15
2016-1478;Long métrage;EMBRASSE MOI;CYPRIEN VIAL;NOLITA CINEMA;4798;2016-07-22;2016-07-22
2017-1462;Long métrage;Plaire...;Christophe Honoré;LES FILMS PELLEAS Plaire...;4674;2017-07-26;2017-07-27
2017-1215;Série TV;LEBOWITZ CONTRE LEBOWITZ 2;;CHABRAQUE PRODUCTIONS;4456;2017-05-31;2017-05-31
2019-1429;Long métrage;DES JOURS SAUVAGES;David LANZMANN;SINGLE MAN PRODUCTIONS;1470;2019-11-05;2019-11-06
2020-511;Long métrage;Entre les Vagues;Anais Volpé;Unité;1599;2020-09-29;2020-09-30
2016-1485;Long métrage;100 % COCO;TESSA SCHRAM;FILMING IN FRANCE;3019;2016-12-01;2016-12-01
2017-1296;Long métrage;LOVE ADDICT;FRANK BELLOCQ;MY FAMILY;4338;2017-05-31;2017-05-31
2017-799;Long métrage;voyez comme on danse;michel blanc;les films du 24;410;2017-10-25;2017-10-25
2019-1430;Série TV;Emily in Paris;Darren Star;NW2020;4144;2019-10-18;2019-10-19
2019-302;Long métrage;UN VOYAGE EN HIVER;Claus DREXLER;MANEKI FILMS;5223;2019-03-21;2019-03-21
2020-146;Série TV;Dix pour cent - Saison 4;Antoine GARCEAU - Marc FITOUSSI;Mon Voisin productions;1714;2020-02-28;2020-02-28
2017-1309;Long métrage;Eiffel i'm in love 2;Rizal Mantovani;IFILMFRANCE;4205;2017-06-08;2017-06-08
2017-1072;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);2394;2017-11-30;2017-11-30
2019-1434;Long métrage;La pièce rapportée;Antonin Peretjatko;L'ATELIER DE PRODUCTION / LA PIECE RAPPORTEE;3792;2019-10-31;2019-10-31
2019-343;Téléfilm;Splendor in a glass;Alex Zamm;FREE DOLPHIN PRODUCTIONS;4234;2019-04-01;2019-04-01
2020-155;Long métrage;MDR / MAISON DE RETRAITE;Thomas Gilou;MY FAMILY;1367;2020-02-28;2020-02-28
2017-1314;Long métrage;GEMINI;Christopher Mac Quarrie;FIRSTEP;4173;2017-05-08;2017-05-08
2017-1087;Long métrage;TERRITOIRES;DAVID OELHOFFEN;ONE WORLD FILMS;3258;2017-12-07;2017-12-07
2019-1357;Long métrage;De l'or pour les chiens;Anna Cazanave-Cambet;CG Cinema;457;2019-10-14;2019-10-15
2019-353;Long métrage;Le Lion;Ludovic COLBEAU JUSTIN;MONKEY PACK FILMS;4403;2019-04-03;2019-04-03
2020-169;Série Web;TRUE STORY;Ludovic  HUDSON;IDZ;4707;2020-03-05;2020-03-06
2017-1318;Long métrage;GEMINI;Christopher Mac Quarrie;FIRSTEP;1506;2017-05-12;2017-05-12
2017-1101;Série TV;CHARON;Frédéric SCHOENDOERFFER;EVS Productions;1308;2017-12-22;2017-12-22
2019-1367;Long métrage;De l'or pour les chiens;Anna Cazanave-Cambet;CG Cinema;3468;2019-10-18;2019-10-19
2016-309;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;4231;2016-02-25;2016-02-25
2020-205;Série TV;FAMILY BUSINESS S2;IGOR GOTESMAN;SAS LES FILMS DU KIOSQUE;3675;2020-05-19;2020-05-19
2017-1338;Long métrage;L'extraordinaire voyage du Fakir;Ken Scott;Brio Films;1376;2017-07-20;2017-07-21
2017-1262;Série Web;BARBER TRUCK;PIERRE ANDRE LHOMME;WONDERCORP;3612;2017-06-13;2017-06-13
2018-1430;Série Web;DARK STORIES;Guillaume LUBRANO et François DESCRAQUES;KABOTINE PRODUCTION;2734;2018-11-22;2018-11-22
2016-321;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;1907;2016-05-10;2016-05-10
2016-1539;Téléfilm;NADIA;LEA MAZER;MURMURES PRODUCTIONS;2756;2016-05-03;2016-05-03
2017-1675;Série Web;Serge le Mytho;Kyan Khojandi et Bruno Muschio;MY BOX PRODUCTIONS;965;2017-01-16;2017-01-16
2017-1263;Série Web;BARBER TRUCK;PIERRE ANDRE LHOMME;WONDERCORP;3045;2017-06-06;2017-06-07
2018-1457;Long métrage;L'Inspiratrice;Grégory Magne;Les Films Velvet;1133;2018-11-22;2018-11-22
2016-351;Long métrage;L'EMBARRAS DU CHOIX;ERIC DELAVAINE;SOMBRERO PRODUCTIONS;4361;2016-08-09;2016-08-09
2016-1568;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;4002;2016-03-24;2016-03-24
2017-1705;Long métrage;AMI, AMI;VICTOR SAINT MACARY;NORD-OUEST FILMS;4448;2017-01-31;2017-01-31
2017-910;Série TV;MATHIEU ET THOMAS CONTRE LE MONDE ENTIER;JULIEN CARPENTIER;GOLDEN NETWORK / GM6;2179;2017-11-15;2017-11-15
2019-1099;Série TV;The Eddy;Damien Chazelle;atlantique productions;2862;2019-09-17;2019-09-17
2016-382;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;3554;2016-04-21;2016-04-21
2020-226;Long métrage;EIFFEL;MARTIN BOURBOULON;VVZ;793;2020-06-18;2020-06-19
2017-1713;Long métrage;La belle et la belle;Sophie Fillières;CHRISTMAS IN JULY;4863;2017-01-31;2017-01-31
2017-927;Long métrage;Synonymes;Nadav Lapid;SBS FILMS;4347;2017-11-24;2017-11-24
2019-1102;Série TV;ENGRENAGES SAISON 8;Nicolas Guicheteau;SON ET LUMIERE;2998;2019-09-17;2019-09-17
2016-383;Long métrage;LOLA PATER;NADIR MOKNECHE;BLUE MONDAY PRODUCTIONS;415;2016-04-25;2016-04-27
2020-262;Téléfilm;Coma Idyllique;Gabriel Julien Laférriere;Scarlett Production;4370;2020-06-30;2020-06-30
2017-1727;Long métrage;DES LUNETTES NOIRES;Claire Denis;Curiosa Films;4725;2017-02-10;2017-02-11
2017-1132;Long métrage;TERRITOIRES;DAVID OELHOFFEN;ONE WORLD FILMS;1969;2017-12-22;2017-12-23
2019-1110;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;2535;2019-09-16;2019-09-18
2016-390;Long métrage;L'AMANT D'UN JOUR;PHILIPPE GARREL;SBS FILMS;5222;2016-07-20;2016-07-20
2016-4;Série TV;LA LICORNE;AVRIL BESSON;DELANTE FILMS;3670;2016-11-02;2016-11-02
2017-1737;Long métrage;La belle et la belle;Sophie Fillières;CHRISTMAS IN JULY;3060;2017-02-13;2017-02-13
2017-1144;Long métrage;GARDE ALTERNEE;ALEXANDRA LECLERE;PAN EUROPEENNE;4621;2017-05-11;2017-05-12
2019-1117;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;1336;2019-09-17;2019-09-17
2016-1919;Long métrage;C'EST TOUT POUR MOI;L. COLBEAU JUSTIN;LGM CINEMA;4522;2016-03-10;2016-03-10
2016-9;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;1253;2016-02-24;2016-02-24
2017-1482;Long métrage;Un homme pressé;;Albertine Productions;4186;2017-07-13;2017-07-14
2017-1145;Série TV;CHRONIQUES PARISIENNES 18;ZABOU BREITMAN;LES FILMS DU KIOSQUE;3913;2017-05-03;2017-05-03
2019-1403;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;997;2019-10-14;2019-10-14
2016-1922;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;2526;2016-04-18;2016-04-19
2016-47;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;1280;2016-06-09;2016-06-09
