id_lieu;fk_localisation;fk_periode
2019-63;904;3683
2019-1083;3701;4430
2019-71;2810;3697
2019-1339;4397;4595
2019-958;3766;4413
2016-760;543;791
2019-644;4208;4103
2016-793;139;1146
2019-652;5001;4082
2016-2341;2537;1123
2018-1416;844;3537
2020-861;2529;5478
2018-1419;3854;3529
2020-872;3054;5499
2019-1049;4484;4440
2020-876;382;5513
2016-781;4150;1153
2020-898;2934;5486
2016-2300;5420;571
2016-842;2281;836
2016-2303;5431;342
2016-844;758;1323
2016-2323;535;1006
2016-2417;4457;668
2016-2328;3929;1306
2016-2432;5325;933
2016-2329;984;1330
2020-935;860;5535
2016-2330;4042;1375
2020-954;1968;5540
2016-2334;4023;477
2020-974;5438;5544
2016-2379;3982;395
2020-987;3786;5537
2020-838;3168;5462
2016-929;1674;1052
2020-891;4308;5467
2016-950;1081;744
2020-900;4221;5429
2016-981;2380;76
2020-907;4089;5503
2016-2491;1554;897
2016-827;3824;543
2016-2512;3735;1141
2016-846;1902;290
2016-2528;3899;752
2016-851;4709;155
2020-994;4208;5537
2016-857;331;760
2016-2647;182;1238
2016-871;5395;550
2016-2652;84;1184
2016-883;4458;977
2016-2657;433;341
2016-2412;4951;359
2016-1047;4963;646
2016-2419;2131;742
2020-1091;4861;5601
2016-2437;422;430
2020-1113;4884;5601
2016-2444;4499;80
2020-1119;4256;5601
2016-2480;4028;612
2020-1124;4921;5601
2020-916;984;5534
2016-1109;4419;460
2020-918;1728;5541
2016-1126;1139;1388
2020-958;4036;5492
2016-1157;3008;1370
2020-961;3561;5496
2016-1168;1717;688
2020-988;3786;5537
2016-1181;3869;783
2016-921;493;472
2016-1193;251;950
2016-934;3627;629
2016-1233;1784;1193
2016-961;5284;526
2016-1256;4192;907
2016-976;3794;1200
2016-1273;4387;1188
2016-997;97;468
2020-3;288;4897
2016-999;5362;592
2016-1332;4332;917
2016-2559;4590;1149
2016-1341;2066;927
2016-2566;2952;778
2016-1359;4464;306
2020-1032;4357;5518
2016-1373;3990;270
2020-1058;2465;5453
2016-1383;3142;886
2020-1065;1633;5578
2016-1389;4874;24
2020-1067;3688;5580
2020-73;103;4944
2020-1068;3894;5582
2020-100;1722;4952
2016-1026;4795;197
2020-104;789;4950
2016-2646;3728;1103
2020-106;3202;4960
2016-2653;919;1207
2020-116;2829;5025
2016-1040;3902;977
2016-1419;4874;14
2016-1051;2218;1312
2016-1451;470;1081
2016-1066;2935;94
2016-1469;3809;70
2016-1090;4345;1061
2016-1487;2565;799
2020-1088;4861;5601
2020-202;3690;5029
2020-1110;5116;5601
2020-204;3675;5028
2020-1122;4281;5601
2016-1490;5437;523
2020-1140;4043;5601
2016-1491;3404;610
2020-1143;4043;5601
2016-1515;2485;498
2016-1101;2048;1043
2016-1526;1654;1273
2016-1105;2824;276
2016-1553;2705;103
2016-1118;1524;1163
2016-1573;929;1060
2016-1127;5203;1391
2016-1582;4756;1321
2016-2682;216;1325
2020-243;3627;5044
2016-2753;4581;601
2020-251;2242;5056
2020-1164;598;5568
2020-282;4092;5086
2020-1167;4176;5569
2016-45;653;432
2020-1172;1931;5567
2016-67;2892;633
2020-1175;819;5603
2016-79;5423;168
2016-1228;4607;592
2016-89;717;129
2016-1241;4023;1102
2016-96;3968;633
2016-1246;4084;1331
2016-97;3219;695
2016-1258;4144;191
2016-1605;5289;970
2016-1266;1875;685
2016-1676;564;248
2016-1292;2075;187
2020-303;1156;5080
2016-2783;5122;1064
2020-320;5216;5092
2020-10;4660;4900
2020-327;3796;5097
2020-46;4367;4929
2019-267;1101;3816
2016-1321;2439;127
2019-273;2639;3881
2016-1376;653;451
2019-600;3302;4140
2020-87;2117;4952
2019-621;4350;4120
2019-691;4150;4099
2020-88;2637;4952
2019-1591;262;4861
2019-693;3121;4153
2020-90;2637;4952
2019-1603;504;4782
2019-694;3759;4147
2020-105;453;4950
2016-101;4196;965
2019-1042;4370;4379
2020-107;3202;4960
2016-139;2176;253
2019-1048;3189;4442
2016-1397;5381;1051
2016-155;1257;709
2019-1295;2862;4564
2016-1399;3677;768
2016-174;5358;952
2019-1319;60;4576
2016-1402;1720;901
2016-179;761;1258
2019-437;2900;3975
2016-1449;4355;964
2016-185;4529;12
2019-454;4117;3978
2016-1463;1835;413
2016-1686;2275;323
2019-1415;456;4637
2016-1465;4232;788
2016-1721;810;1107
2019-1418;446;4642
2020-150;4774;4981
2016-1739;4990;352
2019-1354;3996;4618
2020-154;5143;4977
2016-1744;5066;151
2019-1363;1629;4618
2020-187;4951;5017
2016-1745;858;364
2019-1370;1540;4645
2020-198;2374;5030
2016-1752;3475;753
2018-1460;3589;3590
2020-203;3690;5029
2016-1758;669;1253
2018-1463;4161;3528
2020-206;3675;5028
2016-1765;4007;70
2019-1094;1179;4435
2016-1519;1272;926
2016-1776;4588;229
2019-1104;4720;4499
2016-1524;3603;1209
2020-371;4172;5127
2019-1105;2699;4473
2016-1556;1260;221
2019-1627;3245;4823
2019-1113;56;4448
2016-1564;4867;614
2018-1296;1552;3445
2019-1386;2741;4581
2016-1572;3271;620
2016-207;2596;1040
2019-1399;1809;4615
2016-1575;3777;1112
2016-216;1227;877
2018-754;2849;3101
2020-213;289;5028
2016-284;2079;436
2018-771;1343;3077
2020-238;2091;5058
2016-1787;5158;151
2018-786;3597;3127
2020-245;3979;5044
2016-1808;1712;579
2018-1493;2109;3610
2020-277;2339;5069
2016-1833;4973;634
2019-159;964;3760
2016-7;1685;796
2016-1845;4147;383
2016-17;3953;543
2016-1849;4351;78
2016-1590;922;73
2016-1850;4985;117
2016-1631;5446;1080
2016-1869;1107;351
2016-1634;1868;77
2016-1875;4978;634
2016-1640;5319;1301
2020-449;5428;5164
2016-1679;16;496
2020-512;2074;5256
2019-179;276;3818
2016-1682;4387;599
2019-312;2518;3893
2018-1357;389;3501
2019-503;2064;4047
2020-319;1282;5094
2019-325;1115;3899
2018-1358;4188;3486
2019-1454;1470;4714
2020-331;3059;5113
2019-331;1393;3921
2019-707;2080;4163
2018-798;2452;3107
2020-333;1044;5113
2019-346;3367;3914
2019-1290;3800;4575
2018-803;1834;3090
2020-356;712;5130
2016-297;4131;1063
2019-1296;1247;4568
2018-810;4586;3120
2019-271;1158;3828
2016-305;4171;1385
2019-1323;60;4587
2018-829;711;3116
2019-630;308;4116
2016-341;5230;580
2019-1325;3784;4572
2018-1528;1064;3620
2016-110;5423;709
2016-348;906;1071
2018-1396;4778;3517
2018-1557;2105;3655
2016-113;4605;1023
2016-378;4419;1188
2018-1506;4226;3614
2019-467;748;4008
2016-116;2415;1366
2016-1885;3682;1149
2019-418;3501;3954
2019-486;985;4005
2016-118;4608;475
2016-1903;4332;225
2019-430;2383;3947
2019-492;5188;4007
2016-124;5171;1064
2016-1905;4796;1152
2019-442;4246;3968
2019-1474;2995;4712
2016-129;2082;205
2016-1926;3160;716
2019-443;5158;3969
2019-1476;5195;4720
2016-140;2403;369
2016-1942;4028;582
2019-446;1636;3979
2019-1480;3095;4717
2016-168;3831;680
2016-1974;1415;539
2019-450;2677;3993
2019-1483;3217;4715
2016-1701;2420;381
2020-524;685;5258
2019-455;4117;3978
2019-1497;3718;4692
2016-1707;4126;125
2020-543;4384;5247
2019-1423;2576;4655
2018-852;1868;3157
2016-1756;2298;944
2020-557;3634;5252
2019-1356;2426;4632
2018-864;3260;3153
2020-381;3984;5140
2020-562;4176;5266
2018-1429;3914;3548
2019-1587;262;4835
2020-403;98;5285
2020-564;3382;5288
2018-1450;1393;3571
2018-1276;1731;3463
2020-405;1405;5135
2019-362;1381;3896
2018-1467;4138;3577
2018-1278;4475;3465
2020-432;5465;5167
2019-1662;384;4821
2019-1109;3304;4473
2018-1292;4822;3480
2020-435;1161;5191
2019-1678;5292;4830
2019-1122;4110;4499
2018-1293;297;3505
2020-441;5341;5181
2018-1036;3846;3266
2019-1126;4268;4471
2019-249;1900;3860
2019-1607;3277;4775
2018-1045;429;3262
2019-1393;1902;4675
2019-1519;4338;4738
2019-1609;1110;4792
2016-420;4936;226
2018-749;2830;3076
2019-1521;4268;4738
2018-1304;4409;3433
2016-470;3972;104
2018-1502;5348;3591
2019-1530;1158;4745
2018-1019;2470;3247
2016-486;3688;804
2019-163;4550;3782
2018-889;3461;3151
2016-223;1515;656
2016-1986;5418;803
2019-164;3065;3752
2018-905;1542;3185
2016-245;113;1242
2016-1999;4147;373
2018-912;4047;3193
2016-249;3986;175
2016-2001;3298;606
2018-922;4768;3175
2016-251;4896;454
2016-2036;6;958
2018-923;5237;3172
2016-290;4008;339
2016-2051;1557;724
2019-170;3812;3766
2019-185;4257;3794
2016-292;4546;461
2020-663;2659;5334
2019-175;1493;3814
2019-206;3012;3831
2016-1791;1048;520
2020-676;1624;5356
2019-1440;4877;4667
2019-216;4841;3858
2016-1793;1548;653
2019-123;3776;3735
2019-520;1753;4024
2018-811;3730;3126
2019-571;4692;4048
2016-1802;3671;28
2019-366;3428;3880
2018-801;5226;3094
2018-816;4474;3100
2019-1582;2920;4766
2016-1807;4454;450
2019-373;1449;3905
2018-818;1908;3102
2018-827;3842;3132
2017-372;1894;2017
2016-1811;4448;1063
2016-521;5248;409
2018-835;3130;3117
2019-470;2092;3990
2017-89;4166;1527
2016-1813;2896;1379
2016-545;243;1333
2019-463;283;3991
2019-1464;597;4670
2016-2593;484;670
2016-1814;131;1056
2016-551;5163;1081
2019-479;3157;4017
2019-1469;1828;4680
2016-2596;4188;1086
2016-1823;5370;997
2016-559;3831;684
2019-483;3181;4022
2019-1485;3827;4719
2016-2604;5200;621
2016-1847;1801;942
2016-579;4803;151
2019-491;3571;4007
2018-847;1838;3136
2017-100;4745;1552
2016-1874;4943;454
2016-2107;4525;1266
2019-1479;4274;4720
2018-860;249;3137
2017-112;1933;2112
2016-1876;4188;712
2016-2115;4024;1053
2018-843;5151;3121
2018-1268;842;3454
2017-185;4292;1598
2020-448;1877;5165
2016-2120;5241;281
2018-849;1659;3130
2018-1289;4188;3453
2017-187;4461;1647
2020-472;2306;5201
2016-2155;1377;453
2018-1267;2656;3457
2019-241;3558;3852
2017-192;4397;1564
2020-500;411;5202
2016-2177;1902;449
2018-1285;479;3451
2019-242;3459;3836
2017-226;2841;1600
2020-516;3846;5273
2020-721;1354;5393
2019-236;4370;3837
2019-543;4670;4039
2017-247;558;1627
2019-295;2206;3843
2020-752;4378;5367
2019-533;3731;4093
2019-1506;54;4736
2017-133;1043;1580
2019-306;4456;3891
2019-726;2240;4172
2019-1532;3626;4735
2019-1538;214;4750
2017-2;4514;1490
2019-310;3667;3882
2019-1680;3235;4827
2019-1541;1646;4834
2018-911;4148;3195
2017-55;1403;1533
2019-323;2243;3908
2019-1700;779;4836
2019-1542;1174;4806
2018-924;3678;3172
2017-67;813;1544
2019-344;4150;3914
2016-619;4871;671
2018-888;3461;3151
2019-213;1172;3808
2017-352;1991;2104
2016-302;2570;1153
2016-661;3192;246
2018-891;2791;3151
2019-215;4841;3847
2017-295;3549;1665
2016-308;1311;620
2016-2240;5109;229
2018-916;2232;3171
2019-225;1156;3834
2017-298;1954;1656
2016-311;2713;193
2020-768;218;5400
2018-925;5362;3172
2019-1549;460;4727
2017-503;4284;2152
2016-334;1536;1316
2020-805;4348;5439
2019-191;2861;3797
2017-369;1346;2049
2017-526;4224;2166
2016-343;4208;724
2018-1079;1355;3325
2019-192;4238;3777
2016-2611;906;1097
2016-388;1744;588
2018-1094;4649;3284
2019-214;399;3838
2016-2620;5338;1407
2017-551;903;2195
2016-391;2584;758
2018-1103;388;3317
2019-221;2774;3807
2017-101;3674;1552
2017-566;4154;2177
2016-1882;4727;910
2016-722;752;421
2019-556;2267;4091
2017-104;4393;1546
2017-436;19;2108
2016-1887;4301;1173
2016-736;4887;951
2017-356;2605;2019
2017-105;2199;1539
2017-470;744;2140
2016-1904;4773;359
2016-740;653;177
2017-366;3128;2050
2017-111;1933;2117
2017-624;5111;2243
2016-1911;450;1189
2016-741;5397;218
2017-87;2338;1521
2017-120;4065;1625
2017-696;1315;1752
2016-1931;4521;834
2016-743;3087;481
2016-2608;4387;809
2017-191;4923;1599
2017-601;4923;2340
2016-1943;1570;1288
2016-744;4187;484
2016-2628;130;945
2017-231;1792;1658
2017-615;1213;2252
2016-1978;2054;139
2016-745;2962;496
2017-102;4234;1552
2017-235;4387;1653
2017-823;3278;2351
2020-525;714;5243
2016-756;3899;1156
2017-114;3162;1596
2017-238;4384;1653
2017-829;337;2355
2020-526;96;5292
2017-115;4369;1625
2017-3;605;1510
2017-830;3577;2355
2020-533;4532;5249
2017-122;4434;1560
2017-27;1864;1504
2017-837;2549;2307
2020-536;4401;5302
2017-252;4918;1617
2017-32;1384;1499
2017-844;4884;2367
2020-573;4150;5278
2017-129;5033;1535
2017-57;1403;1536
2017-857;131;2387
2019-1635;5290;4843
2017-131;1050;1558
2017-70;4883;1541
2017-865;1771;2406
2019-1653;3976;4800
2017-6;2792;1479
2017-321;1439;1713
2017-867;5342;2386
2019-1654;4537;4798
2017-18;3397;1507
2017-268;2185;1666
2017-943;3335;2375
2019-1661;1955;4849
2017-45;5208;1520
2017-294;4750;1668
2017-999;4170;2455
2019-1672;5330;4816
2017-60;822;1518
2017-302;4389;1685
2017-1010;2372;2518
2018-1048;4667;3264
2018-1373;3380;3504
2017-62;5350;1545
2017-145;2497;1601
2017-721;4439;2298
2016-408;93;1187
2019-713;32;4142
2017-314;4631;1675
2017-500;2017;2109
2017-727;1944;2314
2016-411;3817;1266
2019-1302;1430;4596
2017-323;4918;1708
2017-506;2814;2151
2017-1219;4475;1778
2016-426;1879;626
2019-1308;319;4648
2017-349;539;2123
2017-519;321;2162
2017-803;4935;2344
2016-434;967;1179
2019-1310;4472;4626
2017-264;2150;1632
2017-525;1403;2142
2017-1060;3305;2489
2016-438;593;990
2018-1386;1252;3512
2017-266;3190;1635
2017-527;4430;2163
2017-1062;235;2489
2016-453;4699;883
2018-1403;2129;3514
2017-274;4684;1683
2017-556;4869;2237
2017-1070;3658;2494
2016-481;4848;675
2018-1405;576;3546
2017-293;4863;1665
2017-438;4180;2083
2017-1074;738;2526
2016-484;1054;1246
2018-1408;3240;3550
2017-619;976;2311
2017-446;2293;2095
2017-1095;3072;2536
2016-1990;184;1135
2019-1361;1019;4618
2017-136;4332;1570
2017-639;4228;2222
2017-896;3226;2402
2016-2014;653;442
2019-1365;3518;4636
2017-172;1385;1563
2017-662;2222;2269
2017-908;742;2407
2016-2017;4358;528
2019-1368;4698;4645
2017-544;4287;2212
2017-666;5218;2287
2017-921;3623;2397
2016-2022;3028;915
2018-1433;890;3541
2017-555;2556;1688
2017-669;2798;2253
2017-1143;1585;1709
2016-2025;139;1154
2018-1436;2444;3524
2017-568;4454;2198
2017-681;3237;2256
2017-1148;1637;1728
2016-2062;345;28
2018-1461;2007;3562
2017-469;2096;2137
2017-684;4934;1687
2017-1156;4709;1690
2020-621;3253;5316
2019-1093;2516;4435
2017-690;3538;2279
2017-380;1446;2023
2017-1244;4651;1792
2020-626;99;5307
2019-1137;1592;4445
2017-398;1567;2056
2017-395;3946;2169
2017-1249;3772;1770
2020-637;3269;5346
2019-1383;1374;4641
2017-419;4123;2082
2017-404;4273;2034
2017-1044;1186;2440
2020-657;4181;5352
2019-1410;843;4684
2017-577;4808;2191
2017-421;1114;2101
2017-1045;382;2459
2019-92;3144;3695
2018-769;572;3087
2017-588;3718;2223
2017-582;676;2247
2017-1370;1687;1844
2019-112;1861;3775
2018-774;1555;3134
2017-613;4445;2252
2017-598;4384;2252
2017-1378;4767;1864
2019-121;4346;3731
2018-1478;1300;3660
2017-489;4807;2265
2017-485;3693;2233
2017-1388;4821;1896
2016-509;3960;1279
2018-1495;4471;3616
2017-851;1116;1707
2017-815;5277;2396
2017-1398;4713;1868
2016-513;306;65
2019-161;1187;3763
2017-859;520;2378
2017-828;4142;2355
2017-1409;4746;1862
2016-516;5230;151
2017-868;4909;2425
2017-845;4236;2367
2017-1414;5321;1843
2016-577;2255;996
2017-757;3596;2300
2017-861;177;2378
2017-1417;1002;1462
2016-602;4025;1120
2017-1000;4231;2445
2017-866;2917;2406
2017-1602;2634;2042
2016-2083;2469;737
2017-1007;4342;2508
2017-871;1773;2386
2017-1285;3082;1790
2016-2085;2423;899
2017-1012;4709;2456
2017-872;1045;2443
2017-1288;4234;1693
2016-2118;60;19
2017-709;3038;2305
2017-891;4490;2480
2017-1174;2443;1745
2016-2127;5312;1427
2017-938;1622;2420
2017-770;467;2354
2017-1498;3818;2035
2016-2146;4872;566
2017-941;883;2436
2017-785;3508;2342
2017-1526;188;1912
2016-2149;4813;1159
2017-1195;4470;1755
2017-789;4804;2565
2017-1536;759;1954
2020-694;4184;5362
2017-1202;223;1816
2017-957;631;2387
2017-1537;1626;1951
2020-695;1356;5362
2017-807;911;2356
2017-969;3797;2438
2017-1553;863;1932
2020-738;1553;5385
2017-808;3948;2356
2017-985;2221;2521
2017-1433;1830;1876
2020-741;2598;5435
2017-1096;4283;2536
2017-994;1607;2517
2017-1300;5054;1763
2020-754;5179;5397
2017-1107;1316;2527
2017-995;4123;2460
2017-1311;4010;1791
2019-387;2802;3931
2017-1113;3120;2560
2017-1015;3833;2531
2017-1317;4792;1712
2019-722;4339;4181
2017-1119;4467;2542
2017-1022;3735;2445
2017-1357;1403;1931
2019-1685;1391;4812
2017-903;2921;2385
2017-703;3821;2291
2017-1673;4889;1998
2019-1695;3293;4890
2017-926;4329;2456
2017-1059;977;2476
2017-1614;723;1995
2019-1716;2594;4850
2017-1136;1411;2562
2017-1078;3335;2499
2018-99;777;2631
2016-610;155;572
2017-1137;830;2566
2017-1085;4468;1702
2018-105;5204;2629
2016-612;2176;723
2017-1142;1967;1717
2017-1112;3690;2557
2018-131;2471;2654
2016-621;2042;1011
2017-1146;4114;1696
2017-899;4880;2388
2017-1571;2361;1961
2016-634;1461;877
2017-1151;4434;1690
2017-914;4347;2433
2017-1579;2624;1948
2016-649;1301;645
2017-1152;5103;1690
2017-1125;205;2553
2018-44;893;2589
2016-657;907;163
2017-1048;290;2498
2017-1131;4456;2549
2018-52;893;2606
2016-658;5158;219
2017-1375;299;1967
2017-1153;4428;1690
2017-1640;2913;2006
2016-2188;4882;1295
2017-1405;3672;1840
2017-1035;3021;2466
2017-1651;2863;2000
2016-2200;3856;467
2017-1419;1874;1875
2017-1038;4384;2460
2018-252;3463;2704
2016-2223;883;1393
2017-1611;1608;1997
2017-1379;4329;1864
2018-264;281;2752
2016-2267;4023;1098
2017-1284;2676;1790
2017-1390;4039;1830
2018-275;382;2714
2020-762;2012;5425
2017-1166;2563;1917
2017-1268;309;1825
2018-280;5460;2784
2020-809;4146;5439
2017-1506;2602;2014
2017-1167;5308;1728
2018-284;1714;2678
2020-810;282;5509
2017-1436;3022;1872
2017-1175;3008;1754
2018-291;4142;2749
2020-821;2840;5454
2017-1301;5361;1761
2017-1177;2750;1721
2018-9;3295;2689
2020-835;2118;5462
2017-1316;4835;1710
2017-1516;1642;1988
2018-17;1243;2610
2016-723;3242;607
2017-1336;1953;1941
2017-1524;2989;1922
2018-18;2174;2624
2017-1348;5305;1946
2017-1547;4180;1973
2018-158;5336;2670
2017-1622;5082;1986
2017-1428;4393;1901
2018-172;1403;2724
2017-1629;3693;2129
2017-1437;722;1894
2018-179;4584;2724
2017-1478;5007;1919
2017-1457;217;1885
2018-400;4482;2825
2017-1487;4957;1906
2017-1463;1800;1969
2018-422;3807;2818
2018-54;5207;2594
2017-1464;2060;1980
2018-429;1393;2844
2018-77;2073;2615
2017-1326;2704;1773
2018-438;3627;2858
2018-96;2400;2605
2017-1335;3684;1938
2018-487;3861;2907
2017-1573;1916;1937
2017-1355;3781;1940
2018-491;1258;2887
2018-382;3491;2794
2017-1670;2552;2063
2018-494;142;2878
2017-1641;4393;1994
2017-1695;2099;1444
2018-709;5062;3058
2017-1648;428;1979
2018-1;74;2574
2018-526;2922;2892
2017-1665;2649;1463
2017-1468;5163;1893
2018-623;3788;2989
2018-272;2670;2703
2017-1470;3772;1905
2018-624;537;2991
2018-310;3739;2763
2017-1483;3758;1903
2018-629;3213;2970
2018-8;4222;2596
2018-70;1107;2614
2018-647;4329;2982
2018-160;5140;2698
2018-79;3636;2615
2018-650;1872;2990
2018-165;908;2681
2018-90;3391;2623
2018-652;3601;2981
2018-174;4638;2724
2018-115;4115;2639
2018-657;3924;3010
2018-181;3846;2724
2018-128;5181;2665
2018-661;3679;3005
2018-405;5313;2856
2018-132;1123;2654
2018-678;4252;3023
2018-413;1279;2898
2017-1583;4123;2031
2018-460;2291;2871
2018-442;2270;2842
2018-379;3355;2798
2019-1740;1256;4867
2018-144;70;2643
2017-1638;4393;1982
2019-1743;559;4876
2018-337;4786;2792
2018-256;1150;2709
2019-1760;3646;4888
2018-339;2546;2770
2018-273;1238;2719
2018-1141;2355;3329
2018-353;1669;2788
2018-7;4169;2742
2018-581;1751;2951
2018-361;4038;2806
2018-21;3487;2583
2018-604;2608;2948
2018-365;2233;2789
2018-193;5315;2706
2018-613;2532;2961
2018-615;2113;2963
2018-441;1772;2851
2018-967;4150;3194
2018-202;4688;2706
2018-153;489;2696
2018-998;3129;3232
2018-218;48;2687
2018-335;2670;2823
2018-1001;5369;3226
2018-221;1962;2739
2018-356;1242;2824
2018-1005;4451;3243
2018-224;3111;2744
2018-357;38;2824
2018-1011;2721;3250
2018-235;4666;2773
2018-206;4850;2706
2018-695;2806;3026
2018-501;1393;2918
2018-492;789;2878
2019-134;1767;3755
2018-515;3107;2895
2018-493;2451;2878
2019-144;360;3767
2018-516;4142;2895
2018-500;1527;2901
2019-152;2739;3749
2018-536;3863;2865
2018-509;1062;2933
2018-1221;1752;3390
2018-543;5129;2932
2018-705;2298;3025
2018-1234;606;3407
2018-557;1393;2930
2018-734;1291;3048
2019-878;851;4247
2018-558;1393;2928
2018-519;278;2916
2019-881;2942;4264
2018-633;3505;2968
2018-521;26;2924
2019-882;23;4294
2018-639;4628;3018
2018-555;2846;2935
2019-907;4061;4315
2018-646;164;2985
2018-630;3077;2973
2019-912;2729;4342
2018-662;170;2999
2018-455;2946;2864
2019-790;4125;4202
2018-685;4189;3036
2018-457;4611;2877
2019-791;811;4255
2018-689;1412;3034
2019-1738;3012;4875
2019-794;1803;4203
2018-472;4229;2873
2019-1742;28;4871
2019-1154;661;4511
2019-1744;5263;4876
2018-1121;1157;3351
2019-1158;4037;4506
2018-742;1291;3048
2018-1128;2670;3344
2019-1175;1783;4498
2018-597;1986;2955
2018-1143;3686;3295
2018-1178;794;3405
2018-981;2926;3238
2018-741;953;3059
2018-1184;238;3361
2018-986;1736;3225
2018-745;1620;3083
2018-1190;3267;3375
2018-1007;4291;3243
2018-608;4653;2975
2019-851;4911;4290
2018-1010;505;3247
2018-956;4443;3188
2019-1196;4287;4519
2018-696;2414;3042
2018-984;4274;3225
2019-1214;179;4507
2018-697;1789;3046
2018-989;3659;3225
2019-1218;4231;4541
2018-699;3143;3028
2018-1016;1533;3242
2018-1209;5280;3386
2019-156;1582;3791
2019-737;2508;4171
2019-1015;4208;4311
2019-403;4909;3945
2019-747;1266;4183
2019-1041;400;4378
2019-740;2120;4194
2018-1222;746;3420
2018-1244;1701;3411
2019-746;5236;4186
2019-875;5217;4247
2018-1247;2224;3368
2018-1228;895;3359
2019-885;5390;4283
2018-1250;3862;3412
2019-869;4736;4258
2019-897;2992;4285
2019-15;3735;3696
2019-802;3236;4221
2019-905;827;4302
2019-937;2223;4356
2019-1163;2747;4472
2019-906;2795;4300
2019-943;2782;4338
2018-1163;4181;3354
2019-911;2313;4291
2019-954;3786;4405
2018-1166;925;3399
2019-1232;1121;4565
2019-974;74;4369
2018-1170;2208;3342
2019-1150;2678;4489
2019-982;110;4371
2018-1198;4202;3352
2018-1155;4384;3406
2019-987;110;4391
2019-831;98;4229
2018-1158;3065;3319
2019-992;185;4298
2019-859;3063;4238
2018-1159;3780;3341
2019-61;916;3688
2019-1204;4150;4502
2018-1169;2432;3342
2019-68;1762;3711
2019-1227;3330;4534
2019-833;3825;4185
2019-642;3652;4103
2019-659;659;4111
2019-846;404;4239
2019-643;3664;4108
2019-680;3455;4125
2019-868;3701;4272
2019-645;3181;4075
2019-1001;4101;4310
2019-1188;5125;4521
2019-1071;4136;4398
2019-1020;4849;4401
2019-1190;1682;4527
2016-798;3144;875
2019-1024;695;4357
2019-1192;786;4554
2016-2304;1638;388
2019-1038;4400;4367
2019-1206;2132;4492
2016-2309;299;698
2019-75;3412;3700
2019-672;4913;4180
2016-2343;1660;1122
2018-1249;4443;3428
2019-1004;4150;4334
2016-2361;5201;306
2018-1578;728;3655
2019-1009;347;4334
2020-839;3168;5462
2019-3;168;3756
2019-1011;1084;4323
2020-889;4150;5465
2019-11;1631;3729
2019-72;2993;3697
2016-832;322;79
2019-17;4101;3696
2019-1251;2008;4514
2016-860;2807;1211
2019-917;1487;4316
2019-1255;2031;4557
2016-865;1145;338
2019-956;3786;4405
2019-6;4664;3674
2016-892;4650;1152
2019-975;2862;4380
2019-16;4231;3696
2016-2394;1151;1349
2019-977;382;4375
2019-914;851;4316
2016-2424;549;918
2019-39;1408;3678
2019-1274;832;4607
2016-2439;5323;592
2019-41;1246;3673
2019-973;4037;4364
2016-2466;3966;843
2019-53;2407;3704
2019-994;190;4314
2020-946;4486;5531
2019-650;4182;4096
2019-995;2665;4318
2020-978;5285;5558
2019-1056;3342;4438
2019-33;948;3699
2016-909;627;984
2019-1072;2479;4381
2019-52;1653;3687
2016-968;3351;951
2019-1086;993;4428
2019-56;5126;3703
2016-979;4688;1386
2019-1331;4951;4591
2019-57;1997;3716
2016-993;4765;399
2018-1344;4039;3443
2019-62;1964;3680
2016-1001;3886;668
2016-764;900;1052
2019-67;1074;3711
2016-2519;2148;875
2016-776;3876;688
2019-641;4370;4103
2016-2536;3238;1191
2016-780;10;1130
2019-646;5377;4100
2016-2541;5140;1103
2016-2324;4645;1087
2018-1412;2471;3554
2016-2546;2016;301
2016-2349;4507;804
2019-1077;1743;4400
2016-2574;1155;531
2016-2368;4467;1331
2019-167;5192;3766
2016-775;2256;487
2020-1004;3796;5539
2020-842;2740;5446
2019-506;1325;4019
2016-796;1886;273
2020-1026;4107;5537
2020-871;798;5493
2019-507;1379;4025
2016-2290;4420;1015
2020-1038;4186;5551
2020-909;3256;5489
2019-525;1167;4026
2016-2295;463;1252
2016-1031;2586;729
2020-910;2660;5549
2019-526;4144;4085
2016-2297;1886;1368
2016-1042;4721;443
2020-913;480;5522
2019-1436;462;4672
2016-2298;3920;883
2020-1074;4506;5572
2016-2442;5039;710
2019-1456;3029;4707
2016-2307;1134;295
2020-1076;127;5560
2016-2446;1665;237
2018-794;1602;3075
2016-2337;4458;669
2020-1086;5104;5601
2016-2449;1215;1159
2018-826;4097;3132
2016-2339;3619;1007
2016-1102;3859;1064
2016-2458;4150;155
2018-1518;2576;3619
2016-2359;5117;548
2016-1103;3498;213
2020-937;847;5521
2019-485;1120;3996
2020-850;812;5463
2016-1119;4626;1279
2020-944;4486;5531
2019-1468;3801;4681
2016-805;5326;1156
2016-1137;489;223
2020-967;3204;5523
2018-844;1602;3098
2016-808;3848;1397
2016-1167;1952;666
2020-977;4418;5566
2016-854;859;243
2016-1175;531;354
2020-991;4208;5537
2019-1586;262;4828
2016-895;1445;1232
2016-1186;5048;1266
2016-910;4910;1036
2019-1517;4136;4725
2016-2386;2679;1003
2016-1188;4342;1324
2016-970;5267;1057
2019-1535;1770;4737
2016-2434;2765;1010
2016-2691;260;723
2016-990;2796;256
2018-904;5392;3156
2016-2441;5011;668
2016-1195;2114;1046
2016-998;4091;557
2018-929;5170;3203
2016-2447;1647;1121
2016-1235;2403;1247
2016-2488;4676;1390
2019-199;3376;3800
2016-2457;5449;140
